id,purpose,description,sentiment,sentiment_score,sentiment_confidence,text_length,word_count,sentence_count,has_positive_words,has_negative_words,has_financial_terms,target_5%,default_prob_5%,target_10%,default_prob_10%,target_15%,default_prob_15%
9466,education,Need loan for education. I have different education-related costs to address. I have standard credit history and stable employment. I will maintain my payment schedule.,NEUTRAL,0.5,0.7140172683153165,168,25,5,1,0,1,0,0.15557183007407366,0,0.20753271413419805,0,0.25490754278930317
9467,business,Need capital for business development. I have different projects that require financing. I have consistent income and average credit score. I will maintain my payment schedule. I have compared different lenders and found this to be the most suitable option.,NEUTRAL,0.5958333333333333,0.7065983429409644,257,40,6,0,0,1,0,0.1800612011852701,1,0.22248697309242504,0,0.2697020794783485
9468,business,Need funding for business expansion. I have various growth opportunities planned. I have a regular income and standard credit history. I am committed to meeting my financial commitments. I have carefully planned my budget to accommodate this loan payment.,NEUTRAL,0.49,0.6761848435936616,255,39,6,0,0,1,0,0.1791779879253778,0,0.2319739050229569,0,0.2855747136859355
9469,education,Need funding for educational expenses. I have various education costs to cover. I have a regular income and standard credit history. I will make payments as agreed. I have compared different lenders and found this to be the most suitable option.,NEUTRAL,0.5928571428571429,0.9169236847318208,245,41,6,0,0,1,0,0.16380889432809767,0,0.21842927575484497,0,0.26396797588607357
9470,education,Trying to pay for education but facing financial difficulties. Have missed some payments recently. I have some payment problems and my income is irregular. I am worried about my financial situation. I have researched various loan options and believe this is the best choice for my situation.,NEGATIVE,0.6,0.914953062852081,291,47,6,0,1,1,0,0.17792959338913386,1,0.22429695548157078,0,0.27782006579574176
9471,business,Trying to save my struggling business.,NEGATIVE,0.5,0.6232007542461094,38,6,2,0,1,0,0,0.10019776476050755,0,0.1535495337827924,0,0.1909925300983169
9472,business,Looking to invest in my business. I have several areas that need funding. I have consistent income and average credit score. I plan to manage this loan responsibly. I have considered the long-term implications of this financial decision.,NEUTRAL,0.53,0.8466183459905081,237,38,6,0,0,1,1,0.18284849571889672,0,0.22211707099909916,0,0.2736950060902404
9473,medical,Need loan for healthcare expenses. I have different medical costs to address. My financial situation is normal with regular income. I am committed to meeting my financial commitments.,NEUTRAL,0.5125,0.796929923235733,183,28,5,0,0,1,0,0.1534949440941598,0,0.20407510668788523,0,0.25810565705097344
9474,medical,Medical emergency that has impacted my ability to work. Have some credit issues due to medical expenses. I've been struggling financially and have missed some payments. I am facing financial challenges. I have carefully planned my budget to accommodate this loan payment.,NEGATIVE,0.48125,0.8762210152541938,271,42,6,0,1,1,0,0.18794960905296754,0,0.2474926535757626,0,0.29014380518788474
9475,business,Looking to invest in my business. I have several areas that need funding. I have a regular income and standard credit history. I will make payments as agreed.,NEUTRAL,0.5,0.7077731481222251,158,28,5,0,0,1,0,0.15081036959855917,0,0.21236137705421482,0,0.257918887152541
9476,home_improvement,Looking to do some home renovations. I have several areas that need updating. My employment is stable and I have typical payment history. I am committed to meeting my financial commitments.,NEUTRAL,0.4722222222222222,0.8925432774695017,189,31,5,1,0,1,0,0.15977391098682786,0,0.209761475569377,1,0.25877061753364716
9477,home_improvement,Planning home improvements to update the property. I have various projects in mind. I have a regular income and standard credit history. I will maintain my payment schedule.,NEUTRAL,0.5,0.7290254877640859,173,28,5,0,0,1,1,0.15537790816721844,0,0.20949146416944936,1,0.24883730341683793
9478,medical,Need loan for healthcare expenses.,NEUTRAL,0.5,0.7475534408808192,34,5,2,0,0,0,0,0.10230290989323988,0,0.1487068136938744,0,0.19911243425384728
9479,medical,Need urgent medical treatment but struggling financially. Have missed some payments due to medical bills. I've been struggling financially and have missed some payments. I am concerned about my ability to make payments.,NEGATIVE,0.4875,0.9068445678602804,219,33,5,0,1,1,0,0.17464128244726168,1,0.22022884092274225,0,0.27241012558423283
9480,medical,Planning elective surgery with good insurance coverage. I have stable income and excellent credit. My employment is secure and I have strong payment history. I am optimistic about my financial future. I have discussed this with my financial advisor and feel confident about this decision.,POSITIVE,0.6895833333333333,0.674900548105211,288,45,6,1,0,1,0,0.17338461468510766,0,0.21591558100776498,0,0.2682336278032504
9481,medical,Scheduling important medical treatment. I have strong credit and stable employment. My financial situation is stable with consistent income and good credit. I have carefully considered this financial decision.,POSITIVE,0.6052083333333333,0.689572978831736,209,29,5,1,0,1,0,0.15964647583106056,0,0.2011625141730686,0,0.25599819327811096
9482,debt_consolidation,Trying to consolidate debts but my credit score has dropped due to missed payments.,NEGATIVE,0.4375,0.671040483973126,83,14,2,0,0,1,0,0.16737794933551164,0,0.21223193004491342,0,0.26959035141375454
9483,medical,Need loan for healthcare expenses.,NEUTRAL,0.5,0.6651035297303485,34,5,2,0,0,0,0,0.08895312567143283,1,0.14889089207996997,0,0.1960088922665279
9484,debt_consolidation,I want to consolidate my existing debts into one loan.,NEUTRAL,0.5,0.8177944560163348,54,10,2,0,0,1,0,0.15081912237113235,1,0.2014050324298817,1,0.2534698026828199
9485,home_improvement,Looking to do some home renovations. I have several areas that need updating. I have standard credit history and stable employment. I will make payments as agreed.,NEUTRAL,0.5,0.7670740470856585,163,27,5,1,0,1,1,0.14329800897256004,0,0.20456266511589943,0,0.24932818456228603
9486,debt_consolidation,I want to consolidate my existing debts into one loan. I have various credit cards and personal loans. My employment is stable and I have typical payment history. I plan to manage this loan responsibly.,NEUTRAL,0.5041666666666667,0.6739078009717695,202,35,5,1,0,1,0,0.2002728793439128,0,0.2502048711880443,1,0.2901978763022761
9487,debt_consolidation,Looking to consolidate multiple credit cards with high interest rates. I have excellent payment history and want to simplify my finances. My financial situation is stable with consistent income and good credit. I am committed to maintaining my good credit standing.,POSITIVE,0.7007142857142856,0.9153979648087572,265,41,5,1,0,1,1,0.1742745873364979,0,0.22895727182131037,1,0.27529347429362017
9488,business,Investing in new equipment for my growing business.,POSITIVE,0.5681818181818181,0.7780711488927784,51,8,2,0,0,0,0,0.09438719135242879,1,0.142728601676398,0,0.18534678323634046
9489,education,Funding education to improve career prospects. I have stable employment and good payment history. I have excellent credit history and stable employment. I have carefully considered this financial decision.,POSITIVE,0.7,0.7840835391893062,205,29,5,1,0,1,0,0.13741725704555188,0,0.1794285229253532,0,0.23944376132396397
9490,education,Trying to pay for education but facing financial difficulties. Have missed some payments recently. My financial situation has been challenging recently. I am uncertain about my ability to repay.,NEGATIVE,0.5625,0.8167264268276171,194,29,5,0,1,1,0,0.15893472539545261,1,0.2060555452538227,0,0.25233033511731373
9491,business,Need capital for business development. I have different projects that require financing. I have standard credit history and stable employment. I will maintain my payment schedule.,NEUTRAL,0.5,0.6298557611900103,179,26,5,1,0,1,0,0.16724962906287325,0,0.22102576724954975,0,0.2714517971380811
9492,business,Starting a new business venture with a solid business plan. I have strong financial backing and experience. My financial situation is stable with consistent income and good credit. I am optimistic about my financial future. I have compared different lenders and found this to be the most suitable option.,POSITIVE,0.5988344988344988,0.7458577720333839,304,49,6,1,0,1,0,0.18533244914410288,0,0.22971662605313142,0,0.28165500594324305
9493,education,Trying to pay for education but facing financial difficulties.,NEGATIVE,0.5,0.8799714243326763,62,9,2,0,1,1,0,0.1271372739463635,0,0.17975892842753532,0,0.23529758972772308
9494,education,Pursuing advanced degree to advance my career. I have excellent academic record and stable job. I have a stable job with good income and excellent credit history. I am optimistic about my financial future.,POSITIVE,0.7214285714285714,0.9011061793361124,205,34,5,1,0,1,0,0.13872587079134463,1,0.18936091290205956,1,0.23645796207099012
9495,home_improvement,Want to make some upgrades to my house.,NEUTRAL,0.5,0.7373687526738535,39,8,2,0,0,0,0,0.08242180862910689,0,0.13926689241571535,1,0.19133339089023446
9496,medical,Medical emergency that has impacted my ability to work. Have some credit issues due to medical expenses. My financial situation has been challenging recently. I am facing financial challenges. I have considered the long-term implications of this financial decision.,NEGATIVE,0.5234375,0.7055845838124691,265,39,6,0,1,1,0,0.17882550667895533,0,0.23671666486354212,1,0.281036123495314
9497,debt_consolidation,I have multiple credit cards maxed out and need to consolidate before they go to collections.,NEGATIVE,0.5,0.928761855390578,93,16,2,0,0,1,0,0.16423889735882258,1,0.21101932648741634,1,0.24819053745118433
9498,business,Trying to keep my business afloat.,NEGATIVE,0.5,0.9073807687379318,34,6,2,0,0,0,1,0.09528822456970186,0,0.14255610409988248,0,0.1834083352332588
9499,home_improvement,Planning home improvements to update the property. I have various projects in mind. I have a regular income and standard credit history. I understand my financial obligations.,NEUTRAL,0.5,0.864217118240445,175,27,5,0,0,1,0,0.15154511567820234,0,0.19390101659823605,0,0.2637301693113385
9500,debt_consolidation,Need to consolidate debts because I'm struggling to make minimum payments. Have some late payments recently. I have some payment problems and my income is irregular. I am worried about my financial situation. I have researched various loan options and believe this is the best choice for my situation.,NEGATIVE,0.57,0.9494586768171922,301,49,6,0,1,1,0,0.2135365383763751,0,0.25774560414067366,0,0.29701029850993993
9501,home_improvement,Want to make some upgrades to my house.,NEUTRAL,0.5,0.6987814550106685,39,8,2,0,0,0,0,0.08648554330616241,0,0.13924810370255536,0,0.19330516121419491
9502,business,Looking to invest in my business. I have several areas that need funding. I have a regular income and standard credit history. I will make payments as agreed.,NEUTRAL,0.5,0.8491991437697951,158,28,5,0,0,1,0,0.165229533224549,0,0.20136727487032682,0,0.25212723569038
9503,education,Need loan for education. I have different education-related costs to address. I have a regular income and standard credit history. I plan to manage this loan responsibly.,NEUTRAL,0.525,0.7889797933002249,170,27,5,0,0,1,0,0.1588482745586246,0,0.21486908018942835,0,0.2588646777521601
9504,education,Need loan for education.,NEUTRAL,0.5,0.618808068002449,24,4,2,0,0,0,0,0.08930008488956907,0,0.1470930271386912,0,0.19616587472959424
9505,business,Trying to keep my business afloat.,NEGATIVE,0.5,0.7554771832335802,34,6,2,0,0,0,0,0.10393065729418266,0,0.1377887147304411,1,0.20887251639083523
9506,debt_consolidation,Trying to consolidate debts but my credit score has dropped due to missed payments.,NEGATIVE,0.4375,0.7439116468416145,83,14,2,0,0,1,0,0.17305032129628817,0,0.21401064124330696,1,0.2665074733693218
9507,medical,Planning elective surgery with good insurance coverage.,POSITIVE,0.85,0.705007458633613,55,7,2,1,0,0,0,0.04729474567227992,1,0.09507959061859685,0,0.1443435105818715
9508,business,Need funding for business expansion. I have various growth opportunities planned. I have consistent income and average credit score. I will make payments as agreed.,NEUTRAL,0.5166666666666667,0.9455000947994088,164,25,5,0,0,1,0,0.15752585440168154,0,0.20106618091000858,0,0.25564466615076503
9509,debt_consolidation,Trying to consolidate debts but my credit score has dropped due to missed payments. Need help getting back on track. I've been struggling financially and have missed some payments. I am facing financial challenges.,NEGATIVE,0.484375,0.819425906739452,214,34,5,0,1,1,0,0.19373671469522144,1,0.2472204828093032,0,0.2911314189303637
9510,business,Investing in new equipment for my growing business. I have stable revenue and good credit history. I have excellent credit history and stable employment. I am optimistic about my financial future. I have compared different lenders and found this to be the most suitable option.,POSITIVE,0.6803977272727273,0.6857588521611031,277,45,6,1,0,1,0,0.17127090904116654,1,0.21224340511057752,0,0.2691730483124399
9511,debt_consolidation,I want to consolidate my existing debts into one loan.,NEUTRAL,0.5,0.8680868876436345,54,10,2,0,0,1,1,0.1364828694207075,1,0.20407894598273696,1,0.24817081997410487
9512,education,Looking to finance my education.,NEUTRAL,0.5,0.9036774725569748,32,5,2,0,0,0,0,0.08572744388038753,1,0.14605546780570047,0,0.18705736227676883
9513,business,Investing in new equipment for my growing business.,POSITIVE,0.5681818181818181,0.6752238053199545,51,8,2,0,0,0,1,0.09536454988776301,0,0.14356483771432613,0,0.19294017083543438
9514,business,Need funding for business expansion.,NEUTRAL,0.5,0.6762052057472503,36,5,2,0,0,0,0,0.09492761819396041,0,0.14639710476202425,0,0.19671750273182542
9515,home_improvement,Looking to do some home renovations. I have several areas that need updating. My employment is stable and I have typical payment history. I understand my financial obligations.,NEUTRAL,0.4722222222222222,0.6219121918255414,176,28,5,1,0,1,0,0.16196613430459955,0,0.2156156604059135,0,0.26473002502537213
9516,medical,Scheduling important medical treatment.,POSITIVE,0.6,0.904892351025576,39,4,2,0,0,0,0,0.06996822466891131,1,0.12532241436546845,1,0.18496441984868595
9517,medical,Emergency medical expenses that insurance won't cover.,NEGATIVE,0.5,0.8119400400574897,54,7,2,0,1,0,0,0.10730053417736071,0,0.14443875489193417,0,0.1955529838046596
9518,business,Need funding for business expansion. I have various growth opportunities planned. I have standard credit history and stable employment. I will make payments as agreed. I have researched various loan options and believe this is the best choice for my situation.,NEUTRAL,0.625,0.612272043790493,260,41,6,1,0,1,0,0.17745720734277853,0,0.22745510735228885,1,0.269447018905456
9519,debt_consolidation,I want to consolidate my existing debts into one loan. I have various credit cards and personal loans. My financial situation is normal with regular income. I understand my financial obligations.,NEUTRAL,0.5125,0.7896936872484789,195,31,5,0,0,1,0,0.18582770016315375,0,0.23841884004012545,0,0.28010288915707426
9520,home_improvement,Need urgent home repairs but my financial situation is tight.,NEGATIVE,0.4553571428571428,0.9160215893242528,61,10,2,0,0,1,0,0.12355251750062689,1,0.17215570858203658,0,0.22818114815793072
9521,business,Trying to keep my business afloat.,NEGATIVE,0.5,0.7476406487269723,34,6,2,0,0,0,1,0.09999520883255901,0,0.14275847519025267,0,0.19162342928815826
9522,debt_consolidation,I want to consolidate my existing debts into one loan.,NEUTRAL,0.5,0.8318531163276929,54,10,2,0,0,1,0,0.15907528992429076,0,0.1954807977546198,1,0.2508905775892799
9523,business,Looking to invest in my business. I have several areas that need funding. I have a regular income and standard credit history. I am committed to meeting my financial commitments. I have carefully planned my budget to accommodate this loan payment.,NEUTRAL,0.49,0.8446834849220198,247,41,6,0,0,1,0,0.18927513158061637,1,0.24461720459570266,0,0.2903336964043927
9524,business,Need capital for business development.,NEUTRAL,0.5,0.6600949806608125,38,5,2,0,0,0,0,0.10775711372376677,0,0.14691859257403636,1,0.19347610821491457
9525,debt_consolidation,Looking to consolidate multiple credit cards with high interest rates. I have excellent payment history and want to simplify my finances. My financial situation is stable with consistent income and good credit. I am confident in my ability to repay this loan.,POSITIVE,0.6864285714285714,0.9461768265697316,259,42,5,1,0,1,0,0.1713004211090101,0,0.22670103431058802,0,0.27354076372081493
9526,business,Trying to keep my business afloat. Have had some financial difficulties and payment issues. I have some payment problems and my income is irregular. I am facing financial challenges. I have carefully planned my budget to accommodate this loan payment.,NEGATIVE,0.4875,0.6570181030225927,251,40,6,0,1,1,0,0.18483770378705416,0,0.24254073317885785,0,0.2940072012681475
9527,home_improvement,Looking to do some home renovations. I have several areas that need updating. I have consistent income and average credit score. I will maintain my payment schedule.,NEUTRAL,0.5166666666666667,0.7618714428230025,165,27,5,0,0,1,0,0.1428178655532732,0,0.19268576623050493,0,0.25229968531030134
9528,medical,Planning elective surgery with good insurance coverage.,POSITIVE,0.85,0.8067562304419091,55,7,2,1,0,0,0,0.048073678639409215,0,0.10134761172259295,0,0.14887229328773613
9529,home_improvement,Looking to do some home renovations. I have several areas that need updating. I have standard credit history and stable employment. I plan to manage this loan responsibly. I have carefully planned my budget to accommodate this loan payment.,NEUTRAL,0.5125,0.7328894674961228,240,39,6,1,0,1,0,0.17184522839909944,0,0.2179279799961383,1,0.2690102763208113
9530,medical,Need loan for healthcare expenses.,NEUTRAL,0.5,0.600505480128789,34,5,2,0,0,0,0,0.0965301347800643,1,0.15643997182799999,0,0.19010954224357268
9531,home_improvement,Want to upgrade my home's energy efficiency with new windows and insulation. I have excellent payment history. I have excellent credit history and stable employment. I have carefully considered this financial decision. I have discussed this with my financial advisor and feel confident about this decision.,POSITIVE,0.6811688311688311,0.8577959049256656,306,46,6,1,0,1,0,0.16391505036677853,0,0.2083054635760891,0,0.2563095878339889
9532,business,Need funding for business expansion. I have various growth opportunities planned. My financial situation is normal with regular income. I am committed to meeting my financial commitments.,NEUTRAL,0.515,0.9466473068795916,187,27,5,0,0,1,0,0.1658786968884815,0,0.21490525393622412,0,0.25466965128797325
9533,business,Trying to save my struggling business.,NEGATIVE,0.5,0.812252011826519,38,6,2,0,1,0,0,0.08672664771703541,0,0.1318709691778742,0,0.1972626913337387
9534,medical,Need loan for healthcare expenses. I have different medical costs to address. I have a regular income and standard credit history. I will maintain my payment schedule. I have compared different lenders and found this to be the most suitable option.,NEUTRAL,0.575,0.7482718006844075,248,41,6,0,0,1,0,0.17089970384680628,0,0.218008898605882,0,0.275307171669414
9535,business,Need emergency funding for my business. Have been having cash flow problems recently. My financial situation has been challenging recently. I am concerned about my ability to make payments. I have considered the long-term implications of this financial decision.,NEGATIVE,0.5625,0.7451139937339677,262,39,6,0,1,1,0,0.18172343809593594,0,0.22615468433033253,0,0.2746296355010918
9536,business,Trying to keep my business afloat. Have had some financial difficulties and payment issues. My financial situation has been challenging recently. I am uncertain about my ability to repay. I have compared different lenders and found this to be the most suitable option.,NEGATIVE,0.596875,0.8107768345520758,268,43,6,0,1,1,1,0.17201451988966557,0,0.214199298318334,1,0.27221383566798085
9537,home_improvement,Planning home improvements to update the property. I have various projects in mind. I have a regular income and standard credit history. I will make payments as agreed. I have considered the long-term implications of this financial decision.,NEUTRAL,0.5,0.649426949459335,241,38,6,0,0,1,0,0.17022043062902253,0,0.22721588325502035,1,0.2765897093053573
9538,medical,Looking to finance medical treatment. I have several medical bills to pay. I have standard credit history and stable employment. I will maintain my payment schedule. I have researched various loan options and believe this is the best choice for my situation.,NEUTRAL,0.5833333333333334,0.8268603186292012,258,42,6,1,0,1,0,0.17865548076566792,0,0.2251275842545972,0,0.2719661379598868
9539,home_improvement,Want to upgrade my home's energy efficiency with new windows and insulation. I have excellent payment history. I have stable income and good credit score with no late payments. I have carefully considered this financial decision.,POSITIVE,0.6571969696969697,0.7859540911675524,229,36,5,1,0,1,0,0.1380538723734836,1,0.1895472344728041,0,0.24159563917921795
9540,business,Looking to invest in my business. I have several areas that need funding. My financial situation is normal with regular income. I understand my financial obligations.,NEUTRAL,0.515,0.6750272929779427,166,26,5,0,0,1,0,0.15894155510148564,0,0.21036966099111865,0,0.27034240978541196
9541,education,Investing in professional certification to increase earning potential.,POSITIVE,0.525,0.6717931908095102,70,8,2,0,0,0,0,0.10245735631283384,0,0.1548465223334254,0,0.19806601521048245
9542,education,Need to finish degree but struggling financially.,NEGATIVE,0.5,0.6606565283321149,49,7,2,0,1,1,0,0.12721776986380712,0,0.16957162184900784,0,0.23343006782995557
9543,medical,Emergency medical expenses that insurance won't cover. My income has been reduced due to illness. My credit has suffered due to recent financial difficulties. I am concerned about my ability to make payments.,NEGATIVE,0.475,0.6483432896976887,208,33,5,0,1,1,0,0.1827989124861121,0,0.22251568912487296,0,0.28084601259048825
9544,medical,Need urgent medical treatment but struggling financially. Have missed some payments due to medical bills. I've been struggling financially and have missed some payments. I am worried about my financial situation.,NEGATIVE,0.4895833333333333,0.8558221982131216,212,31,5,0,1,1,0,0.16950167115975073,0,0.22067061453962086,1,0.2647297763782117
9545,debt_consolidation,Need to consolidate debts because I'm struggling to make minimum payments. Have some late payments recently. My credit has suffered due to recent financial difficulties. I am worried about my financial situation. I have carefully planned my budget to accommodate this loan payment.,NEGATIVE,0.4625,0.6813449914329921,281,43,6,0,1,1,0,0.22674119763856976,0,0.26981671830450255,1,0.2966050305826525
9546,business,Starting a new business venture with a solid business plan. I have strong financial backing and experience. My financial situation is stable with consistent income and good credit. I have carefully considered this financial decision. I have discussed this with my financial advisor and feel confident about this decision.,POSITIVE,0.5799873737373737,0.6509210112153179,321,49,6,1,0,1,0,0.19305474222760874,0,0.24339041660707986,0,0.29777908224881106
9547,business,Expanding my successful small business. I have excellent credit and proven track record. My financial situation is stable with consistent income and good credit. I am confident in my ability to repay this loan.,POSITIVE,0.7107142857142857,0.6705021742211079,210,34,5,1,0,1,1,0.14733916434196173,0,0.19842928758561354,0,0.2433253997288265
9548,education,Funding education to improve career prospects.,POSITIVE,0.5,0.7684499136107379,46,6,2,0,0,0,1,0.10056112149269933,0,0.14921705795606222,0,0.18950630383265013
9549,debt_consolidation,I have multiple credit cards maxed out and need to consolidate before they go to collections.,NEGATIVE,0.5,0.7106438810673823,93,16,2,0,0,1,0,0.159249422364932,0,0.21587029658150766,0,0.26435956335593114
9550,education,Looking to finance my education. I have several educational expenses to pay. I have consistent income and average credit score. I plan to manage this loan responsibly. I have carefully planned my budget to accommodate this loan payment.,NEUTRAL,0.5375,0.8293349191966495,236,38,6,0,0,1,0,0.16372086887278756,0,0.2170389229520452,0,0.2710767783901997
9551,home_improvement,Looking to remodel my bathroom to modernize the house. I have a good income and strong credit score. My financial situation is stable with consistent income and good credit. I am optimistic about my financial future. I have carefully planned my budget to accommodate this loan payment.,POSITIVE,0.6239583333333333,0.8110658972383598,285,47,6,1,0,1,0,0.167488710828552,0,0.21640905132922972,0,0.2678643929326247
9552,home_improvement,Planning home improvements to update the property. I have various projects in mind. My employment is stable and I have typical payment history. I am committed to meeting my financial commitments. I have discussed this with my financial advisor and feel confident about this decision.,NEUTRAL,0.5333333333333333,0.8535564181847244,283,45,6,1,0,1,1,0.1773903133719299,0,0.2254931590901158,1,0.29046774492383265
9553,education,Looking to finance my education. I have several educational expenses to pay. I have standard credit history and stable employment. I am committed to meeting my financial commitments.,NEUTRAL,0.53125,0.6735878787420323,182,28,5,1,0,1,0,0.165019872563035,0,0.2195511018335032,0,0.2641529377750247
9554,medical,Need loan for healthcare expenses. I have different medical costs to address. I have standard credit history and stable employment. I will make payments as agreed. I have compared different lenders and found this to be the most suitable option.,NEUTRAL,0.5875,0.7794539574009636,244,40,6,1,0,1,0,0.16895328349006655,1,0.22095789903887025,0,0.2731467859333169
9555,medical,Need loan for healthcare expenses.,NEUTRAL,0.5,0.6358736903881109,34,5,2,0,0,0,0,0.0944303876982342,0,0.14323725651865762,1,0.19531255354696878
9556,medical,Need funding for medical expenses. I have various healthcare costs to cover. My employment is stable and I have typical payment history. I will make payments as agreed.,NEUTRAL,0.4722222222222222,0.7164173894599137,168,28,5,1,0,1,0,0.17748068393237687,0,0.2217008252572436,0,0.26184038058903064
9557,medical,Scheduling important medical treatment. I have strong credit and stable employment. I have excellent credit history and stable employment. I have a solid plan for managing this debt responsibly. I have carefully planned my budget to accommodate this loan payment.,POSITIVE,0.638095238095238,0.7901970162333652,263,40,6,1,0,1,0,0.1587200036534931,0,0.21889826294037024,1,0.2712013985603424
9558,medical,Need loan for healthcare expenses.,NEUTRAL,0.5,0.6399021737494878,34,5,2,0,0,0,0,0.10017170891683146,0,0.14239394816180784,0,0.19347276009512882
9559,education,Need funding for educational expenses. I have various education costs to cover. My financial situation is normal with regular income. I am committed to meeting my financial commitments. I have compared different lenders and found this to be the most suitable option.,NEUTRAL,0.5805555555555556,0.9232538023603274,266,42,6,0,0,1,1,0.17077858132854315,0,0.22190914210561424,0,0.27250568211473564
9560,education,Need funding for educational expenses. I have various education costs to cover. My employment is stable and I have typical payment history. I will make payments as agreed.,NEUTRAL,0.5138888888888888,0.9252076484356848,171,28,5,1,0,1,0,0.15593362060925087,0,0.20595528139991118,1,0.2665798913761559
9561,home_improvement,Looking to do some home renovations. I have several areas that need updating. I have consistent income and average credit score. I plan to manage this loan responsibly. I have considered the long-term implications of this financial decision.,NEUTRAL,0.53,0.7381137629024266,241,38,6,0,0,1,0,0.16635221057908164,0,0.22407503020334918,0,0.2662491859484614
9562,home_improvement,Planning to renovate my kitchen to increase home value. I have a stable job and good credit history. My financial situation is stable with consistent income and good credit. I have carefully considered this financial decision. I have discussed this with my financial advisor and feel confident about this decision.,POSITIVE,0.628125,0.7871121010248497,314,50,6,1,0,1,0,0.16882183660864675,0,0.2238552173488952,1,0.2789156486385424
9563,debt_consolidation,Looking to consolidate multiple debts for better organization. I have a mix of credit cards and other loans. My financial situation is normal with regular income. I will maintain my payment schedule.,NEUTRAL,0.54375,0.8593509453782895,199,32,5,0,0,1,0,0.1849066021436154,0,0.2356843934852351,0,0.2839878716820614
9564,medical,Looking to finance medical treatment. I have several medical bills to pay. My financial situation is normal with regular income. I will make payments as agreed. I have considered the long-term implications of this financial decision.,NEUTRAL,0.5107142857142857,0.7687526786799178,233,36,6,0,0,1,0,0.18457102154900862,0,0.2251514449636084,1,0.27485234837232614
9565,education,Need education funding but my financial situation is tight.,NEGATIVE,0.4553571428571428,0.8282214012122106,59,9,2,0,0,1,0,0.13878206885341768,0,0.1881060020028816,0,0.23813903711431633
9566,medical,Need urgent medical treatment but struggling financially. Have missed some payments due to medical bills. My financial situation has been challenging recently. I am facing financial challenges.,NEGATIVE,0.5234375,0.9131445210351404,193,27,5,0,1,1,1,0.16083839456035767,0,0.2168382890939455,0,0.25673937783257667
9567,home_improvement,Planning home improvements to update the property.,NEUTRAL,0.5,0.8422527243947064,50,7,2,0,0,0,0,0.08172274301660963,0,0.13484956168585266,0,0.1911785710583096
9568,business,Need capital for business development.,NEUTRAL,0.5,0.9410982511170268,38,5,2,0,0,0,0,0.09386216130678171,0,0.14185380899684832,0,0.19751350411935475
9569,home_improvement,Need emergency repairs on my home due to water damage. My income has been reduced recently. My income has been reduced recently and I have some payment issues. I am struggling to manage my current financial obligations.,NEGATIVE,0.4875,0.6845643863305375,219,37,5,0,1,1,1,0.18126546043203576,0,0.21366718099220122,1,0.27072874791798335
9570,business,Need capital for business development. I have different projects that require financing. My financial situation is normal with regular income. I will maintain my payment schedule. I have discussed this with my financial advisor and feel confident about this decision.,NEUTRAL,0.5541666666666667,0.7363362451833815,267,40,6,1,0,1,1,0.1786448019773569,0,0.22672048464678224,0,0.28726065723017874
9571,debt_consolidation,Trying to consolidate debts but my credit score has dropped due to missed payments. Need help getting back on track. My credit has suffered due to recent financial difficulties. I am facing financial challenges. I have researched various loan options and believe this is the best choice for my situation.,NEGATIVE,0.546875,0.8149389605058908,304,50,6,0,1,1,1,0.21059005289312288,0,0.2607977563298931,0,0.3
9572,medical,Planning elective surgery with good insurance coverage. I have stable income and excellent credit. My employment is secure and I have strong payment history. I have a solid plan for managing this debt responsibly.,POSITIVE,0.7277777777777777,0.8031122330978588,213,34,5,1,0,1,0,0.13656564301647117,0,0.18406689212661753,0,0.24394365416154665
9573,debt_consolidation,"I need to consolidate my high-interest credit card debt into a single, manageable payment. I have a stable job and am committed to improving my financial situation. I have stable income and good credit score with no late payments. I have carefully considered this financial decision.",POSITIVE,0.5565476190476191,0.6638706005554127,283,46,5,1,0,1,1,0.20539337395927676,0,0.2644503135193581,0,0.3
9574,medical,Planning elective surgery with good insurance coverage. I have stable income and excellent credit. I have excellent credit history and stable employment. I am optimistic about my financial future.,POSITIVE,0.77,0.7218840335796018,196,29,5,1,0,1,0,0.11503582156004603,0,0.17457228422720042,1,0.24113789805740077
9575,home_improvement,Need urgent home repairs but my financial situation is tight. Have some payment issues recently. My financial situation has been challenging recently. I am worried about my financial situation.,NEGATIVE,0.5267857142857143,0.6120821539605844,193,29,5,0,1,1,1,0.15886567670720975,0,0.2107744927385174,0,0.25592773896458365
9576,medical,Medical emergency that has impacted my ability to work.,NEGATIVE,0.5,0.7778427189358891,55,9,2,0,1,0,0,0.09571538473950915,0,0.15087732680893962,0,0.20141067071849206
9577,business,Need funding for business expansion. I have various growth opportunities planned. I have a regular income and standard credit history. I am committed to meeting my financial commitments. I have considered the long-term implications of this financial decision.,NEUTRAL,0.5,0.8841281120187099,259,38,6,0,0,1,0,0.1750661221656668,1,0.23327169750217813,0,0.2778476578659281
9578,education,Looking to finance my education. I have several educational expenses to pay. I have standard credit history and stable employment. I will make payments as agreed.,NEUTRAL,0.5416666666666666,0.8744449853453435,162,26,5,1,0,1,0,0.1554270500417559,0,0.20909191851791892,0,0.2556543283370302
9579,business,Expanding my successful small business. I have excellent credit and proven track record. I have a stable job with good income and excellent credit history. I am committed to maintaining my good credit standing. I have researched various loan options and believe this is the best choice for my situation.,POSITIVE,0.80625,0.9049316893782404,303,50,6,1,0,1,0,0.14615377728722548,0,0.1902608647277973,0,0.25350994999727905
