id,purpose,description,sentiment,sentiment_score,sentiment_confidence,text_length,word_count,sentence_count,has_positive_words,has_negative_words,has_financial_terms
7922,debt_consolidation,Need to consolidate my current debts.,NEUTRAL,0.5,0.8230112480764389,37,6,2,0,0,1
7923,debt_consolidation,Looking to consolidate multiple credit cards with high interest rates.,POSITIVE,0.54,0.6331313803065075,70,10,2,0,0,1
7924,education,Investing in professional certification to increase earning potential.,POSITIVE,0.525,0.8688585361355923,70,8,2,0,0,0
7925,education,Need loan for education. I have different education-related costs to address. My employment is stable and I have typical payment history. I will maintain my payment schedule. I have carefully planned my budget to accommodate this loan payment.,NEUTRAL,0.45555555555555555,0.6181472712804195,243,38,6,1,0,1
7926,debt_consolidation,I have multiple credit cards maxed out and need to consolidate before they go to collections. My income is irregular. I have some payment problems and my income is irregular. I am concerned about my ability to make payments.,NEGATIVE,0.5,0.8176006114472403,224,39,5,0,1,1
7927,debt_consolidation,Looking to consolidate multiple debts for better organization. I have a mix of credit cards and other loans. My employment is stable and I have typical payment history. I will maintain my payment schedule. I have discussed this with my financial advisor and feel confident about this decision.,NEUTRAL,0.5590277777777778,0.6649257924804439,293,48,6,1,0,1
7928,medical,Looking to finance medical treatment.,NEUTRAL,0.5,0.7495943949904187,37,5,2,0,0,0
7929,medical,Need funding for medical expenses.,NEUTRAL,0.5,0.7838465524345775,34,5,2,0,0,0
7930,business,Expanding my successful small business. I have excellent credit and proven track record. I have a stable job with good income and excellent credit history. I have carefully considered this financial decision. I have considered the long-term implications of this financial decision.,POSITIVE,0.69375,0.8175291541931131,281,42,6,1,0,1
7931,home_improvement,Looking to do some home renovations. I have several areas that need updating. I have standard credit history and stable employment. I will maintain my payment schedule.,NEUTRAL,0.5,0.7731211880761829,168,27,5,1,0,1
7932,business,Need capital for business development.,NEUTRAL,0.5,0.8061210384041103,38,5,2,0,0,0
7933,medical,Looking to finance medical treatment.,NEUTRAL,0.5,0.8837662226089281,37,5,2,0,0,0
7934,business,Need emergency funding for my business. Have been having cash flow problems recently. My credit has suffered due to recent financial difficulties. I am concerned about my ability to make payments.,NEGATIVE,0.484375,0.9032279971063286,196,31,5,0,1,1
7935,education,Need education funding but my financial situation is tight. Have some credit problems. I've been struggling financially and have missed some payments. I am facing financial challenges. I have compared different lenders and found this to be the most suitable option.,NEGATIVE,0.5622448979591836,0.7583309456004417,265,41,6,0,1,1
7936,education,Funding education to improve career prospects.,POSITIVE,0.5,0.8830006938530697,46,6,2,0,0,0
7937,education,Need funding for educational expenses.,NEUTRAL,0.625,0.6366309449858056,38,5,2,0,0,0
7938,education,Need loan for education. I have different education-related costs to address. I have consistent income and average credit score. I will make payments as agreed. I have carefully planned my budget to accommodate this loan payment.,NEUTRAL,0.5,0.9249814484225292,229,36,6,0,0,1
7939,medical,Medical emergency that has impacted my ability to work. Have some credit issues due to medical expenses. I have some payment problems and my income is irregular. I am concerned about my ability to make payments. I have compared different lenders and found this to be the most suitable option.,NEGATIVE,0.5770833333333334,0.8249731985183244,292,50,6,0,1,1
7940,home_improvement,Need emergency repairs on my home due to water damage.,NEGATIVE,0.4375,0.8009461956417052,54,10,2,0,1,0
7941,home_improvement,Need urgent home repairs but my financial situation is tight.,NEGATIVE,0.45535714285714285,0.8860488755500788,61,10,2,0,0,1
7942,business,Need funding for business expansion. I have various growth opportunities planned. I have standard credit history and stable employment. I will maintain my payment schedule.,NEUTRAL,0.5,0.8623040417817891,172,25,5,1,0,1
7943,medical,Looking to finance medical treatment. I have several medical bills to pay. I have a regular income and standard credit history. I will make payments as agreed.,NEUTRAL,0.5,0.6393958209523544,159,27,5,0,0,1
7944,debt_consolidation,"I need to consolidate my high-interest credit card debt into a single, manageable payment.",POSITIVE,0.4642857142857143,0.7849203690771216,90,14,2,0,0,1
7945,business,Trying to keep my business afloat. Have had some financial difficulties and payment issues. My financial situation has been challenging recently. I am worried about my financial situation. I have considered the long-term implications of this financial decision.,NEGATIVE,0.5357142857142857,0.8346138188267959,261,38,6,0,1,1
7946,medical,Planning elective surgery with good insurance coverage.,POSITIVE,0.85,0.8227748363750633,55,7,2,1,0,0
7947,business,Need capital for business development.,NEUTRAL,0.5,0.6676483693230436,38,5,2,0,0,0
7948,education,Need funding for educational expenses. I have various education costs to cover. I have consistent income and average credit score. I will make payments as agreed. I have carefully planned my budget to accommodate this loan payment.,NEUTRAL,0.525,0.8921397385305426,231,37,6,0,0,1
7949,medical,Need funding for medical expenses. I have various healthcare costs to cover. My employment is stable and I have typical payment history. I am committed to meeting my financial commitments. I have carefully planned my budget to accommodate this loan payment.,NEUTRAL,0.47333333333333333,0.8217939395564869,257,41,6,1,0,1
7950,home_improvement,Have to fix major structural issues in my house. My credit has suffered due to medical bills. My credit has suffered due to recent financial difficulties. I am uncertain about my ability to repay. I have discussed this with my financial advisor and feel confident about this decision.,NEGATIVE,0.51953125,0.6626450820887667,284,48,6,1,1,1
7951,education,Need loan for education. I have different education-related costs to address. My financial situation is normal with regular income. I understand my financial obligations. I have discussed this with my financial advisor and feel confident about this decision.,NEUTRAL,0.5464285714285715,0.631096808812386,258,38,6,1,0,1
7952,business,Investing in new equipment for my growing business.,POSITIVE,0.5681818181818181,0.7886707497552023,51,8,2,0,0,0
7953,home_improvement,Planning home improvements to update the property. I have various projects in mind. My financial situation is normal with regular income. I understand my financial obligations. I have carefully planned my budget to accommodate this loan payment.,NEUTRAL,0.5041666666666667,0.8109071583858529,245,37,6,0,0,1
7954,debt_consolidation,I want to consolidate my debts to reduce monthly payments and interest costs. I have a good credit score and stable income. I have stable income and good credit score with no late payments. I am committed to maintaining my good credit standing.,POSITIVE,0.78125,0.8289488253224464,244,43,5,1,0,1
7955,business,Need capital for business development.,NEUTRAL,0.5,0.8309158410471533,38,5,2,0,0,0
7956,business,Need capital for business development. I have different projects that require financing. My financial situation is normal with regular income. I will make payments as agreed. I have compared different lenders and found this to be the most suitable option.,NEUTRAL,0.5857142857142857,0.834196117675884,255,40,6,0,0,1
7957,education,Need funding for educational expenses. I have various education costs to cover. I have standard credit history and stable employment. I will make payments as agreed.,NEUTRAL,0.5416666666666666,0.8684205723748107,165,26,5,1,0,1
7958,medical,Need funding for medical expenses. I have various healthcare costs to cover. I have consistent income and average credit score. I will maintain my payment schedule. I have discussed this with my financial advisor and feel confident about this decision.,NEUTRAL,0.55,0.8330173196096585,252,40,6,1,0,1
7959,medical,Need medical procedure that's well-planned. I have good health insurance and financial stability. I have a stable job with good income and excellent credit history. I have carefully considered this financial decision. I have researched various loan options and believe this is the best choice for my situation.,POSITIVE,0.6833333333333333,0.7121728195687175,310,48,6,1,0,1
7960,debt_consolidation,"I need to consolidate my high-interest credit card debt into a single, manageable payment. I have a stable job and am committed to improving my financial situation. I have stable income and good credit score with no late payments. I am confident in my ability to repay this loan. I have researched various loan options and believe this is the best choice for my situation.",POSITIVE,0.6627551020408163,0.8766076327166055,372,65,6,1,0,1
7961,home_improvement,Looking to do some home renovations.,NEUTRAL,0.5,0.7585258796490956,36,6,2,0,0,0
7962,debt_consolidation,Need to consolidate debts because I'm struggling to make minimum payments. Have some late payments recently. My financial situation has been challenging recently. I am concerned about my ability to make payments.,NEGATIVE,0.525,0.6958610769155475,212,32,5,0,1,1
7963,business,Expanding my successful small business. I have excellent credit and proven track record. I have a stable job with good income and excellent credit history. I am optimistic about my financial future.,POSITIVE,0.7285714285714286,0.7428637264825926,198,32,5,1,0,1
7964,medical,Need urgent medical treatment but struggling financially. Have missed some payments due to medical bills. I have some payment problems and my income is irregular. I am concerned about my ability to make payments. I have researched various loan options and believe this is the best choice for my situation.,NEGATIVE,0.5729166666666666,0.851972160611398,305,50,6,0,1,1
7965,debt_consolidation,Looking to consolidate multiple debts for better organization. I have a mix of credit cards and other loans. My employment is stable and I have typical payment history. I understand my financial obligations. I have researched various loan options and believe this is the best choice for my situation.,NEUTRAL,0.5863095238095238,0.8690452518195788,300,49,6,1,0,1
7966,debt_consolidation,Looking to consolidate multiple credit cards with high interest rates.,POSITIVE,0.54,0.758760646600064,70,10,2,0,0,1
7967,business,Need emergency funding for my business. Have been having cash flow problems recently. I have some payment problems and my income is irregular. I am uncertain about my ability to repay.,NEGATIVE,0.5,0.7269637071424524,184,31,5,0,1,1
7968,medical,Scheduling important medical treatment.,POSITIVE,0.6,0.8250094485790471,39,4,2,0,0,0
7969,medical,Emergency medical expenses that insurance won't cover. My income has been reduced due to illness. My income has been reduced recently and I have some payment issues. I am worried about my financial situation.,NEGATIVE,0.484375,0.600950180378759,208,34,5,0,1,1
7970,education,Need loan for education. I have different education-related costs to address. I have a regular income and standard credit history. I will make payments as agreed.,NEUTRAL,0.5,0.6844560156411079,162,26,5,0,0,1
7971,debt_consolidation,Looking to consolidate multiple debts for better organization. I have a mix of credit cards and other loans. My financial situation is normal with regular income. I will make payments as agreed. I have researched various loan options and believe this is the best choice for my situation.,NEUTRAL,0.5953125,0.708716548949784,287,48,6,0,0,1
7972,medical,Need funding for medical expenses. I have various healthcare costs to cover. My financial situation is normal with regular income. I plan to manage this loan responsibly. I have carefully planned my budget to accommodate this loan payment.,NEUTRAL,0.5178571428571429,0.9327705054848128,239,38,6,0,0,1
7973,business,Expanding my successful small business.,POSITIVE,0.625,0.712692178944826,39,5,2,0,0,0
7974,business,Need capital for business development.,NEUTRAL,0.5,0.9328287476432271,38,5,2,0,0,0
7975,education,Need loan for education.,NEUTRAL,0.5,0.8025734500649383,24,4,2,0,0,0
7976,debt_consolidation,I want to consolidate my debts to reduce monthly payments and interest costs. I have a good credit score and stable income. My financial situation is stable with consistent income and good credit. I am confident in my ability to repay this loan. I have compared different lenders and found this to be the most suitable option.,POSITIVE,0.7,0.9036794958238196,326,57,6,1,0,1
7977,medical,Need funding for medical expenses.,NEUTRAL,0.5,0.6426150816608791,34,5,2,0,0,0
7978,education,Need funding for educational expenses.,NEUTRAL,0.625,0.6201878194964022,38,5,2,0,0,0
7979,education,Looking to finance my education.,NEUTRAL,0.5,0.7610424058878557,32,5,2,0,0,0
7980,education,Need loan for education. I have different education-related costs to address. My financial situation is normal with regular income. I will maintain my payment schedule. I have considered the long-term implications of this financial decision.,NEUTRAL,0.515,0.7507596011173467,241,35,6,0,0,1
7981,home_improvement,Need urgent home repairs but my financial situation is tight.,NEGATIVE,0.45535714285714285,0.7443429921202922,61,10,2,0,0,1
7982,debt_consolidation,Trying to consolidate debts but my credit score has dropped due to missed payments. Need help getting back on track. I have some payment problems and my income is irregular. I am concerned about my ability to make payments. I have considered the long-term implications of this financial decision.,NEGATIVE,0.4791666666666667,0.7614150456704256,296,49,6,0,1,1
7983,education,Need funding for educational expenses. I have various education costs to cover. My employment is stable and I have typical payment history. I will make payments as agreed.,NEUTRAL,0.5138888888888888,0.8117801852672321,171,28,5,1,0,1
7984,education,Need to finish degree but struggling financially.,NEGATIVE,0.5,0.7893694760723164,49,7,2,0,1,1
7985,business,Need emergency funding for my business. Have been having cash flow problems recently. I have some payment problems and my income is irregular. I am facing financial challenges. I have considered the long-term implications of this financial decision.,NEGATIVE,0.5,0.7779542093516366,249,38,6,0,1,1
7986,education,Looking to finance my education.,NEUTRAL,0.5,0.7218754572242679,32,5,2,0,0,0
7987,medical,Need loan for healthcare expenses. I have different medical costs to address. My financial situation is normal with regular income. I am committed to meeting my financial commitments. I have carefully planned my budget to accommodate this loan payment.,NEUTRAL,0.5035714285714286,0.9486814283724008,252,39,6,0,0,1
7988,medical,Medical emergency that has impacted my ability to work. Have some credit issues due to medical expenses. I've been struggling financially and have missed some payments. I am struggling to manage my current financial obligations.,NEGATIVE,0.4895833333333333,0.6042735636640197,228,35,5,0,1,1
7989,debt_consolidation,Need to consolidate my current debts. I have several credit accounts that I want to combine. My financial situation is normal with regular income. I plan to manage this loan responsibly. I have compared different lenders and found this to be the most suitable option.,NEUTRAL,0.5777777777777777,0.690070216140482,267,45,6,0,0,1
7990,business,Looking to invest in my business. I have several areas that need funding. I have a regular income and standard credit history. I plan to manage this loan responsibly. I have discussed this with my financial advisor and feel confident about this decision.,NEUTRAL,0.5583333333333333,0.8982090344010578,254,43,6,1,0,1
7991,home_improvement,Want to make some upgrades to my house. I have a few different improvement projects planned. My employment is stable and I have typical payment history. I plan to manage this loan responsibly.,NEUTRAL,0.4791666666666667,0.6229727357056102,192,33,5,1,0,1
7992,business,Need emergency funding for my business. Have been having cash flow problems recently. My financial situation has been challenging recently. I am concerned about my ability to make payments.,NEGATIVE,0.5833333333333334,0.696958183916041,189,29,5,0,1,1
7993,education,Need education funding but my financial situation is tight.,NEGATIVE,0.45535714285714285,0.8633185915000186,59,9,2,0,0,1
7994,medical,Medical emergency that has impacted my ability to work. Have some credit issues due to medical expenses. My income has been reduced recently and I have some payment issues. I am struggling to manage my current financial obligations.,NEGATIVE,0.4895833333333333,0.7572831159674015,232,38,5,0,1,1
7995,medical,Planning elective surgery with good insurance coverage. I have stable income and excellent credit. I have excellent credit history and stable employment. I am committed to maintaining my good credit standing.,POSITIVE,0.925,0.8345377566215118,208,31,5,1,0,1
7996,home_improvement,Need emergency repairs on my home due to water damage. My income has been reduced recently. My income has been reduced recently and I have some payment issues. I am worried about my financial situation. I have considered the long-term implications of this financial decision.,NEGATIVE,0.4875,0.7429096085841955,275,45,6,0,1,1
7997,home_improvement,Need urgent home repairs but my financial situation is tight. Have some payment issues recently. My income has been reduced recently and I have some payment issues. I am struggling to manage my current financial obligations.,NEGATIVE,0.4851190476190476,0.6413567357413122,224,36,5,0,1,1
7998,education,Trying to pay for education but facing financial difficulties.,NEGATIVE,0.5,0.8544939993031047,62,9,2,0,1,1
7999,home_improvement,Looking to do some home renovations. I have several areas that need updating. I have a regular income and standard credit history. I plan to manage this loan responsibly.,NEUTRAL,0.525,0.6965188873257225,170,29,5,0,0,1
8000,medical,Planning elective surgery with good insurance coverage. I have stable income and excellent credit. I have stable income and good credit score with no late payments. I have carefully considered this financial decision. I have compared different lenders and found this to be the most suitable option.,POSITIVE,0.6944444444444444,0.6984977499354541,298,47,6,1,0,1
8001,business,Looking to invest in my business.,NEUTRAL,0.5,0.7150133057265311,33,6,2,0,0,0
8002,education,Need loan for education.,NEUTRAL,0.5,0.7730798426710339,24,4,2,0,0,0
8003,education,Funding education to improve career prospects.,POSITIVE,0.5,0.9420894975959456,46,6,2,0,0,0
8004,home_improvement,Looking to do some home renovations. I have several areas that need updating. I have standard credit history and stable employment. I plan to manage this loan responsibly.,NEUTRAL,0.5333333333333333,0.6073880394419343,171,28,5,1,0,1
8005,education,Need loan for education. I have different education-related costs to address. I have a regular income and standard credit history. I will maintain my payment schedule.,NEUTRAL,0.5,0.8894027845767194,167,26,5,0,0,1
8006,education,Trying to pay for education but facing financial difficulties.,NEGATIVE,0.5,0.750114766238391,62,9,2,0,1,1
8007,medical,Looking to finance medical treatment. I have several medical bills to pay. I have a regular income and standard credit history. I plan to manage this loan responsibly. I have carefully planned my budget to accommodate this loan payment.,NEUTRAL,0.5071428571428571,0.8657340304054965,236,39,6,0,0,1
8008,home_improvement,Have to fix major structural issues in my house. My credit has suffered due to medical bills. I've been struggling financially and have missed some payments. I am concerned about my ability to make payments. I have carefully planned my budget to accommodate this loan payment.,NEGATIVE,0.48375,0.9110016312666303,276,46,6,0,1,1
8009,medical,Need loan for healthcare expenses.,NEUTRAL,0.5,0.8591327811152301,34,5,2,0,0,0
8010,business,Starting a new business venture with a solid business plan. I have strong financial backing and experience. I have stable income and good credit score with no late payments. I am confident in my ability to repay this loan. I have compared different lenders and found this to be the most suitable option.,POSITIVE,0.6349862258953168,0.8180766562121855,303,53,6,1,0,1
8011,medical,Need loan for healthcare expenses. I have different medical costs to address. I have standard credit history and stable employment. I understand my financial obligations.,NEUTRAL,0.5,0.8455826961953707,170,25,5,1,0,1
8012,home_improvement,Need emergency repairs on my home due to water damage. My income has been reduced recently. My income has been reduced recently and I have some payment issues. I am struggling to manage my current financial obligations.,NEGATIVE,0.4875,0.6205519431758938,219,37,5,0,1,1
8013,debt_consolidation,I want to consolidate my existing debts into one loan. I have various credit cards and personal loans. I have standard credit history and stable employment. I will maintain my payment schedule.,NEUTRAL,0.5,0.63232739796164,193,32,5,1,0,1
8014,business,Trying to keep my business afloat. Have had some financial difficulties and payment issues. My financial situation has been challenging recently. I am uncertain about my ability to repay. I have discussed this with my financial advisor and feel confident about this decision.,NEGATIVE,0.5714285714285714,0.8706115141758011,275,43,6,1,1,1
8015,business,Looking to invest in my business. I have several areas that need funding. My financial situation is normal with regular income. I will maintain my payment schedule. I have compared different lenders and found this to be the most suitable option.,NEUTRAL,0.5857142857142857,0.8258437896959098,245,41,6,0,0,1
8016,debt_consolidation,Looking to consolidate multiple debts for better organization. I have a mix of credit cards and other loans. I have standard credit history and stable employment. I understand my financial obligations. I have considered the long-term implications of this financial decision.,NEUTRAL,0.53125,0.926271280826285,274,41,6,1,0,1
8017,home_improvement,Need emergency repairs on my home due to water damage. My income has been reduced recently. My financial situation has been challenging recently. I am facing financial challenges.,NEGATIVE,0.5375,0.6132645571899604,179,28,5,0,1,1
8018,debt_consolidation,Looking to consolidate multiple debts for better organization.,NEUTRAL,0.625,0.6918251155040606,62,8,2,0,0,1
8019,education,Need to finish degree but struggling financially.,NEGATIVE,0.5,0.8440754340285577,49,7,2,0,1,1
8020,medical,Need loan for healthcare expenses.,NEUTRAL,0.5,0.7070803642095392,34,5,2,0,0,0
8021,home_improvement,Need urgent home repairs but my financial situation is tight. Have some payment issues recently. I've been struggling financially and have missed some payments. I am struggling to manage my current financial obligations.,NEGATIVE,0.4851190476190476,0.8159504810761826,220,33,5,0,1,1
8022,business,Looking to invest in my business. I have several areas that need funding. I have consistent income and average credit score. I will make payments as agreed. I have compared different lenders and found this to be the most suitable option.,NEUTRAL,0.5958333333333333,0.6896237931279313,237,41,6,0,0,1
8023,home_improvement,Planning home improvements to update the property.,NEUTRAL,0.5,0.6410161859709788,50,7,2,0,0,0
8024,business,Need emergency funding for my business. Have been having cash flow problems recently. I have some payment problems and my income is irregular. I am uncertain about my ability to repay. I have considered the long-term implications of this financial decision.,NEGATIVE,0.5,0.6967624595205253,257,41,6,0,1,1
8025,debt_consolidation,Need to consolidate debts because I'm struggling to make minimum payments. Have some late payments recently. My income has been reduced recently and I have some payment issues. I am struggling to manage my current financial obligations. I have considered the long-term implications of this financial decision.,NEGATIVE,0.475,0.7909833425058661,309,47,6,0,1,1
8026,business,Trying to save my struggling business. Sales have been declining and I'm behind on some payments. I've been struggling financially and have missed some payments. I am struggling to manage my current financial obligations.,NEGATIVE,0.45,0.7646933226031478,221,34,5,0,1,1
8027,debt_consolidation,I want to consolidate my existing debts into one loan. I have various credit cards and personal loans. I have standard credit history and stable employment. I will maintain my payment schedule. I have discussed this with my financial advisor and feel confident about this decision.,NEUTRAL,0.55,0.6410922639965707,281,46,6,1,0,1
8028,business,Need emergency funding for my business.,NEGATIVE,0.5,0.651522541773066,39,6,2,0,1,0
8029,home_improvement,Looking to do some home renovations. I have several areas that need updating. My employment is stable and I have typical payment history. I plan to manage this loan responsibly.,NEUTRAL,0.5055555555555555,0.8585669452069753,177,30,5,1,0,1
8030,education,Need loan for education. I have different education-related costs to address. My financial situation is normal with regular income. I am committed to meeting my financial commitments.,NEUTRAL,0.515,0.9100468117844895,183,27,5,0,0,1
8031,business,Trying to save my struggling business. Sales have been declining and I'm behind on some payments. My financial situation has been challenging recently. I am concerned about my ability to make payments.,NEGATIVE,0.5125,0.7717910626459671,201,32,5,0,1,1
8032,home_improvement,Planning home improvements to update the property. I have various projects in mind. I have a regular income and standard credit history. I will maintain my payment schedule.,NEUTRAL,0.5,0.8483101628024874,173,28,5,0,0,1
8033,business,Trying to keep my business afloat. Have had some financial difficulties and payment issues. My financial situation has been challenging recently. I am concerned about my ability to make payments.,NEGATIVE,0.55,0.949656116684068,195,30,5,0,1,1
8034,business,Starting a new business venture with a solid business plan. I have strong financial backing and experience. I have excellent credit history and stable employment. I am committed to maintaining my good credit standing. I have researched various loan options and believe this is the best choice for my situation.,POSITIVE,0.6816498316498316,0.7665495365878323,310,50,6,1,0,1
8035,education,Need loan for education.,NEUTRAL,0.5,0.7278599642748749,24,4,2,0,0,0
8036,business,Expanding my successful small business. I have excellent credit and proven track record. My employment is secure and I have strong payment history. I am optimistic about my financial future. I have discussed this with my financial advisor and feel confident about this decision.,POSITIVE,0.6574074074074074,0.9035517931460553,278,44,6,1,0,1
8037,medical,Need urgent medical treatment but struggling financially.,NEGATIVE,0.5,0.9041268145838673,57,7,2,0,1,1
8038,medical,Need funding for medical expenses. I have various healthcare costs to cover. My financial situation is normal with regular income. I plan to manage this loan responsibly. I have considered the long-term implications of this financial decision.,NEUTRAL,0.525,0.6211705951282127,243,37,6,0,0,1
8039,business,Trying to save my struggling business. Sales have been declining and I'm behind on some payments. I've been struggling financially and have missed some payments. I am uncertain about my ability to repay. I have discussed this with my financial advisor and feel confident about this decision.,NEGATIVE,0.5125,0.8645063699856493,291,47,6,1,1,1
8040,debt_consolidation,Looking to consolidate multiple debts for better organization. I have a mix of credit cards and other loans. I have consistent income and average credit score. I plan to manage this loan responsibly.,NEUTRAL,0.55625,0.6222306831145659,199,33,5,0,0,1
8041,business,Need funding for business expansion.,NEUTRAL,0.5,0.9458718070492429,36,5,2,0,0,0
8042,home_improvement,Need emergency repairs on my home due to water damage. My income has been reduced recently. My credit has suffered due to recent financial difficulties. I am uncertain about my ability to repay.,NEGATIVE,0.475,0.7668797710814002,194,33,5,0,1,1
8043,business,Investing in new equipment for my growing business. I have stable revenue and good credit history. I have excellent credit history and stable employment. I am optimistic about my financial future.,POSITIVE,0.6836363636363636,0.8438080555683056,196,31,5,1,0,1
8044,medical,Need loan for healthcare expenses.,NEUTRAL,0.5,0.6827294103468668,34,5,2,0,0,0
8045,medical,Medical emergency that has impacted my ability to work. Have some credit issues due to medical expenses. My financial situation has been challenging recently. I am uncertain about my ability to repay. I have researched various loan options and believe this is the best choice for my situation.,NEGATIVE,0.5859375,0.7837548003409698,293,48,6,0,1,1
8046,business,Investing in new equipment for my growing business.,POSITIVE,0.5681818181818181,0.9272606339615845,51,8,2,0,0,0
8047,education,Need funding for educational expenses. I have various education costs to cover. My employment is stable and I have typical payment history. I will make payments as agreed. I have discussed this with my financial advisor and feel confident about this decision.,NEUTRAL,0.5583333333333333,0.94455800936101,259,42,6,1,0,1
8048,education,Investing in professional certification to increase earning potential. I have strong credit and good income. My financial situation is stable with consistent income and good credit. I am committed to maintaining my good credit standing.,POSITIVE,0.6802083333333333,0.8957632185394957,236,35,5,1,0,1
8049,medical,Looking to finance medical treatment. I have several medical bills to pay. I have consistent income and average credit score. I understand my financial obligations.,NEUTRAL,0.5083333333333333,0.6398204081169242,164,25,5,0,0,1
8050,business,Starting a new business venture with a solid business plan. I have strong financial backing and experience. My employment is secure and I have strong payment history. I have a solid plan for managing this debt responsibly.,POSITIVE,0.5890572390572391,0.6042086596755555,222,37,5,1,0,1
8051,home_improvement,Want to upgrade my home's energy efficiency with new windows and insulation. I have excellent payment history. I have stable income and good credit score with no late payments. I am committed to maintaining my good credit standing.,POSITIVE,0.7686363636363636,0.8799937143467507,231,38,5,1,0,1
8052,home_improvement,Looking to remodel my bathroom to modernize the house. I have a good income and strong credit score. My financial situation is stable with consistent income and good credit. I am confident in my ability to repay this loan. I have discussed this with my financial advisor and feel confident about this decision.,POSITIVE,0.6927083333333333,0.7812323743098109,310,53,6,1,0,1
8053,medical,Need loan for healthcare expenses.,NEUTRAL,0.5,0.9205398738765147,34,5,2,0,0,0
8054,medical,Need loan for healthcare expenses. I have different medical costs to address. My employment is stable and I have typical payment history. I am committed to meeting my financial commitments. I have considered the long-term implications of this financial decision.,NEUTRAL,0.48333333333333334,0.692047595373945,262,40,6,1,0,1
8055,debt_consolidation,Looking to consolidate multiple debts for better organization.,NEUTRAL,0.625,0.7815448362540798,62,8,2,0,0,1
8056,home_improvement,Need emergency repairs on my home due to water damage. My income has been reduced recently. My income has been reduced recently and I have some payment issues. I am uncertain about my ability to repay. I have discussed this with my financial advisor and feel confident about this decision.,NEGATIVE,0.5375,0.9410250954611235,289,50,6,1,1,1
8057,education,Trying to pay for education but facing financial difficulties. Have missed some payments recently. My income has been reduced recently and I have some payment issues. I am worried about my financial situation. I have discussed this with my financial advisor and feel confident about this decision.,NEGATIVE,0.5416666666666666,0.7696602752610798,297,47,6,1,1,1
8058,business,Need emergency funding for my business. Have been having cash flow problems recently. My income has been reduced recently and I have some payment issues. I am concerned about my ability to make payments. I have discussed this with my financial advisor and feel confident about this decision.,NEGATIVE,0.5625,0.7475282369391989,291,48,6,1,1,1
8059,home_improvement,Need emergency repairs on my home due to water damage. My income has been reduced recently. My credit has suffered due to recent financial difficulties. I am uncertain about my ability to repay. I have considered the long-term implications of this financial decision.,NEGATIVE,0.4791666666666667,0.7165692219731916,267,43,6,0,1,1
8060,medical,Looking to finance medical treatment.,NEUTRAL,0.5,0.734161783864538,37,5,2,0,0,0
8061,business,Need funding for business expansion.,NEUTRAL,0.5,0.6588389492891038,36,5,2,0,0,0
8062,education,Need education funding but my financial situation is tight. Have some credit problems. My financial situation has been challenging recently. I am concerned about my ability to make payments. I have considered the long-term implications of this financial decision.,NEGATIVE,0.5267857142857143,0.9113541709635181,263,39,6,0,1,1
8063,education,Need funding for educational expenses. I have various education costs to cover. I have standard credit history and stable employment. I plan to manage this loan responsibly.,NEUTRAL,0.55625,0.6321167462284754,173,27,5,1,0,1
8064,debt_consolidation,"I need to consolidate my high-interest credit card debt into a single, manageable payment. I have a stable job and am committed to improving my financial situation. I have stable income and good credit score with no late payments. I am optimistic about my financial future.",POSITIVE,0.5648809523809524,0.8605932296145479,273,46,5,1,0,1
8065,home_improvement,Want to make some upgrades to my house. I have a few different improvement projects planned. I have a regular income and standard credit history. I will make payments as agreed. I have carefully planned my budget to accommodate this loan payment.,NEUTRAL,0.47,0.7789685618897595,246,42,6,0,0,1
8066,education,Investing in professional certification to increase earning potential. I have strong credit and good income. I have excellent credit history and stable employment. I am optimistic about my financial future. I have compared different lenders and found this to be the most suitable option.,POSITIVE,0.6641666666666667,0.6913748508223779,287,44,6,1,0,1
8067,business,Need emergency funding for my business.,NEGATIVE,0.5,0.8941445910889014,39,6,2,0,1,0
8068,home_improvement,Need urgent home repairs but my financial situation is tight. Have some payment issues recently. I have some payment problems and my income is irregular. I am uncertain about my ability to repay.,NEGATIVE,0.47023809523809523,0.8987873881745134,195,33,5,0,0,1
8069,home_improvement,Need emergency repairs on my home due to water damage. My income has been reduced recently. My income has been reduced recently and I have some payment issues. I am facing financial challenges. I have researched various loan options and believe this is the best choice for my situation.,NEGATIVE,0.5729166666666666,0.8393820797859298,286,49,6,0,1,1
8070,education,Looking to finance my education.,NEUTRAL,0.5,0.9121675808277996,32,5,2,0,0,0
8071,home_improvement,Need urgent home repairs but my financial situation is tight.,NEGATIVE,0.45535714285714285,0.9389973973547981,61,10,2,0,0,1
8072,business,Trying to keep my business afloat. Have had some financial difficulties and payment issues. My credit has suffered due to recent financial difficulties. I am struggling to manage my current financial obligations.,NEGATIVE,0.49107142857142855,0.6410357005474223,212,32,5,0,1,1
8073,debt_consolidation,I want to consolidate my existing debts into one loan. I have various credit cards and personal loans. I have a regular income and standard credit history. I am committed to meeting my financial commitments. I have carefully planned my budget to accommodate this loan payment.,NEUTRAL,0.49166666666666664,0.6977457296991981,276,46,6,0,0,1
8074,home_improvement,Planning home improvements to update the property. I have various projects in mind. My employment is stable and I have typical payment history. I plan to manage this loan responsibly. I have researched various loan options and believe this is the best choice for my situation.,NEUTRAL,0.6033333333333334,0.6558211884467554,276,46,6,1,0,1
